text,is_correct
the leaves is behind the window,0
the window is behind the leaves,1
the leaves is near the window,0
the window is near the leaves,1
the donut is to the left of the window,0
the window is to the left of the donut,1
the icing is to the left of the window,0
the window is to the left of the icing,1
the pants is to the left of the window,0
the window is to the left of the pants,1
the finger is to the left of the window,0
the window is to the left of the finger,1
the shirt is to the left of the window,0
the window is to the left of the shirt,1
the person is to the left of the leaves,0
the leaves is to the left of the person,1
the window is near the leaves,0
the leaves is near the window,1
the window is in front of the leaves,0
the leaves is in front of the window,1
the pants is to the left of the leaves,0
the leaves is to the left of the pants,1
the finger is to the left of the leaves,0
the leaves is to the left of the finger,1
the shirt is to the left of the leaves,0
the leaves is to the left of the shirt,1
the icing is to the left of the leaves,0
the leaves is to the left of the icing,1
the donut is to the left of the leaves,0
the leaves is to the left of the donut,1
the palm tree is to the right of the person,0
the person is to the right of the palm tree,1
the shirt is wearing the person,0
the person is wearing the shirt,1
the pants is wearing the person,0
the person is wearing the pants,1
the window is to the right of the pants,0
the pants is to the right of the window,1
the palm tree is to the right of the pants,0
the pants is to the right of the palm tree,1
the leaves is to the right of the shirt,0
the shirt is to the right of the leaves,1
the window is to the right of the shirt,0
the shirt is to the right of the window,1
the leaves is to the right of the finger,0
the finger is to the right of the leaves,1
the window is to the right of the finger,0
the finger is to the right of the window,1
the palm tree is to the right of the finger,0
the finger is to the right of the palm tree,1
the leaves is to the right of the donut,0
the donut is to the right of the leaves,1
the window is to the right of the donut,0
the donut is to the right of the window,1
the window is to the right of the icing,0
the icing is to the right of the window,1
the leaves is to the right of the icing,0
the icing is to the right of the leaves,1
the donut is covering the icing,0
the icing is covering the donut,1
the scissors is to the left of the paper,0
the paper is to the left of the scissors,1
the stick is to the right of the paper,0
the paper is to the right of the stick,1
the stick is to the right of the scissors,0
the scissors is to the right of the stick,1
the paper is to the right of the scissors,0
the scissors is to the right of the paper,1
the cup is to the left of the stick,0
the stick is to the left of the cup,1
the paper is to the left of the stick,0
the stick is to the left of the paper,1
the scissors is to the left of the stick,0
the stick is to the left of the scissors,1
the cup is to the left of the tape,0
the tape is to the left of the cup,1
the ground is on the snow,0
the snow is on the ground,1
the bushes is to the right of the zebra,0
the zebra is to the right of the bushes,1
the tree is to the right of the zebra,0
the zebra is to the right of the tree,1
the zebra is to the left of the tree,0
the tree is to the left of the zebra,1
the bush is to the left of the tree,0
the tree is to the left of the bush,1
the zebra is to the left of the tree,0
the tree is to the left of the zebra,1
the bushes is near the zebra,0
the zebra is near the bushes,1
the tree is to the right of the zebra,0
the zebra is to the right of the tree,1
the bushes is to the right of the zebra,0
the zebra is to the right of the bushes,1
the bush is standing in the zebra,0
the zebra is standing in the bush,1
the tree is to the right of the bush,0
the bush is to the right of the tree,1
the zebra is to the left of the bushes,0
the bushes is to the left of the zebra,1
the zebra is near the bushes,0
the bushes is near the zebra,1
the zebra is to the left of the bushes,0
the bushes is to the left of the zebra,1
the bush is to the left of the bushes,0
the bushes is to the left of the bush,1
the frosting is to the right of the food,0
the food is to the right of the frosting,1
the plate is to the right of the food,0
the food is to the right of the plate,1
the plate is to the right of the cake,0
the cake is to the right of the plate,1
the food is to the left of the plate,0
the plate is to the left of the food,1
the food is to the left of the frosting,0
the frosting is to the left of the food,1
the table is on top of the dish,0
the dish is on top of the table,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the bird is to the right of the car,0
the car is to the right of the bird,1
the tree is to the left of the building,0
the building is to the left of the tree,1
the building is to the right of the tree,0
the tree is to the right of the building,1
the skateboard is riding on the man,0
the man is riding on the skateboard,1
the plate is on the egg,0
the egg is on the plate,1
the bacon is to the left of the egg,0
the egg is to the left of the bacon,1
the sausage is to the left of the bacon,0
the bacon is to the left of the sausage,1
the plate is on the bacon,0
the bacon is on the plate,1
the sausage is on the potatoes,0
the potatoes is on the sausage,1
the egg is to the right of the sausage,0
the sausage is to the right of the egg,1
the bacon is to the right of the sausage,0
the sausage is to the right of the bacon,1
the plate is to the right of the cup,0
the cup is to the right of the plate,1
the plate is above the cup,0
the cup is above the plate,1
the cup is under the plate,0
the plate is under the cup,1
the cup is to the left of the plate,0
the plate is to the left of the cup,1
the man is in front of the cart,0
the cart is in front of the man,1
the produce is filled with the cart,0
the cart is filled with the produce,1
the building is to the right of the horse,0
the horse is to the right of the building,1
the horse is to the left of the building,0
the building is to the left of the horse,1
the horse is to the left of the building,0
the building is to the left of the horse,1
the building is to the right of the horse,0
the horse is to the right of the building,1
the building is to the left of the horse,0
the horse is to the left of the building,1
the horse is to the right of the building,0
the building is to the right of the horse,1
the door is to the right of the dog,0
the dog is to the right of the door,1
the bike is to the left of the field,0
the field is to the left of the bike,1
the field is to the right of the bike,0
the bike is to the right of the field,1
the truck is behind the building,0
the building is behind the truck,1
the building is in front of the truck,0
the truck is in front of the building,1
the road is on the truck,0
the truck is on the road,1
the sky is in the cloud,0
the cloud is in the sky,1
the table is on the plant,0
the plant is on the table,1
the jacket is wearing the woman,0
the woman is wearing the jacket,1
the man is to the left of the woman,0
the woman is to the left of the man,1
the coat is to the left of the woman,0
the woman is to the left of the coat,1
the coat is to the left of the jacket,0
the jacket is to the left of the coat,1
the man is to the left of the jacket,0
the jacket is to the left of the man,1
the jacket is to the right of the coat,0
the coat is to the right of the jacket,1
the woman is to the right of the coat,0
the coat is to the right of the woman,1
the tent is to the right of the coat,0
the coat is to the right of the tent,1
the coat is wearing the man,0
the man is wearing the coat,1
the tent is to the right of the man,0
the man is to the right of the tent,1
the jacket is to the right of the man,0
the man is to the right of the jacket,1
the woman is to the right of the man,0
the man is to the right of the woman,1
the man is to the left of the tent,0
the tent is to the left of the man,1
the coat is to the left of the tent,0
the tent is to the left of the coat,1
the walkway is on the tent,0
the tent is on the walkway,1
the blinds is with the window,0
the window is with the blinds,1
the window is on the blinds,0
the blinds is on the window,1
the window is covering the blinds,0
the blinds is covering the window,1
the sidewalk is to the left of the motorcycle,0
the motorcycle is to the left of the sidewalk,1
the motorcycle is to the right of the sidewalk,0
the sidewalk is to the right of the motorcycle,1
the window is to the right of the sidewalk,0
the sidewalk is to the right of the window,1
the woman is to the left of the window,0
the window is to the left of the woman,1
the window is to the right of the woman,0
the woman is to the right of the window,1
the motorcycle is sitting on the woman,0
the woman is sitting on the motorcycle,1
the sand is playing in the boy,0
the boy is playing in the sand,1
the grass is on the carriage,0
the carriage is on the grass,1
the tree is to the left of the carriage,0
the carriage is to the left of the tree,1
the head is to the left of the stone,0
the stone is to the left of the head,1
the stone is to the right of the head,0
the head is to the right of the stone,1
the zebra is of the head,0
the head is of the zebra,1
the neck is to the right of the tree,0
the tree is to the right of the neck,1
the tree is to the left of the neck,0
the neck is to the left of the tree,1
the zoo is in the giraffe,0
the giraffe is in the zoo,1
the window is to the right of the wall,0
the wall is to the right of the window,1
the wall is to the left of the window,0
the window is to the left of the wall,1
the air is in the kite,0
the kite is in the air,1
the shorts is wearing the man,0
the man is wearing the shorts,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the horse is above the tree,0
the tree is above the horse,1
the polar bear is near the grass,0
the grass is near the polar bear,1
the dirt is near the grass,0
the grass is near the dirt,1
the head is to the left of the grass,0
the grass is to the left of the head,1
the polar bear is to the left of the grass,0
the grass is to the left of the polar bear,1
the polar bear is of the head,0
the head is of the polar bear,1
the grass is to the right of the head,0
the head is to the right of the grass,1
the grass is near the dirt,0
the dirt is near the grass,1
the grass is lying on the polar bear,0
the polar bear is lying on the grass,1
the grass is to the right of the polar bear,0
the polar bear is to the right of the grass,1
the grass is near the polar bear,0
the polar bear is near the grass,1
the napkin is to the right of the shirt,0
the shirt is to the right of the napkin,1
the shirt is to the left of the napkin,0
the napkin is to the left of the shirt,1
the trees is in front of the girl,0
the girl is in front of the trees,1
the shirt is wearing the girl,0
the girl is wearing the shirt,1
the trees is beside the girl,0
the girl is beside the trees,1
the hair is under the shirt,0
the shirt is under the hair,1
the hair is below the shirt,0
the shirt is below the hair,1
the girl is behind the trees,0
the trees is behind the girl,1
the paper is to the left of the wall,0
the wall is to the left of the paper,1
the shirt is to the right of the paper,0
the paper is to the right of the shirt,1
the man is to the right of the paper,0
the paper is to the right of the man,1
the wall is to the right of the paper,0
the paper is to the right of the wall,1
the hands is to the right of the paper,0
the paper is to the right of the hands,1
the paper is to the left of the shirt,0
the shirt is to the left of the paper,1
the hands is to the left of the shirt,0
the shirt is to the left of the hands,1
the paper is cutting the man,0
the man is cutting the paper,1
the paper is holding the man,0
the man is holding the paper,1
the scissors is holding the man,0
the man is holding the scissors,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the paper is cutting the hands,0
the hands is cutting the paper,1
the paper is to the left of the hands,0
the hands is to the left of the paper,1
the shirt is to the right of the hands,0
the hands is to the right of the shirt,1
the paper is cutting the scissors,0
the scissors is cutting the paper,1
the trees is to the left of the train,0
the train is to the left of the trees,1
the flower is to the right of the train,0
the train is to the right of the flower,1
the train is to the left of the flower,0
the flower is to the left of the train,1
the flower is to the right of the trees,0
the trees is to the right of the flower,1
the train is to the right of the trees,0
the trees is to the right of the train,1
the player is to the left of the man,0
the man is to the left of the player,1
the game is watching the crowd,0
the crowd is watching the game,1
the man is to the right of the player,0
the player is to the right of the man,1
the sheep is to the right of the clothes,0
the clothes is to the right of the sheep,1
the sheep is to the right of the clothes,0
the clothes is to the right of the sheep,1
the clothes is to the left of the sheep,0
the sheep is to the left of the clothes,1
the boy is to the left of the sheep,0
the sheep is to the left of the boy,1
the clothes is to the left of the sheep,0
the sheep is to the left of the clothes,1
the boy is to the left of the sheep,0
the sheep is to the left of the boy,1
the clothes is wearing the boy,0
the boy is wearing the clothes,1
the sheep is to the right of the boy,0
the boy is to the right of the sheep,1
the sheep is to the right of the boy,0
the boy is to the right of the sheep,1
the tail is to the left of the fur,0
the fur is to the left of the tail,1
the fur is to the right of the tail,0
the tail is to the right of the fur,1
the tail is to the left of the seat,0
the seat is to the left of the tail,1
the desk is to the left of the wall,0
the wall is to the left of the desk,1
the girl is to the left of the laptop,0
the laptop is to the left of the girl,1
the table is to the right of the desk,0
the desk is to the right of the table,1
the wall is to the right of the desk,0
the desk is to the right of the wall,1
the desk is to the left of the table,0
the table is to the left of the desk,1
the girl is to the left of the table,0
the table is to the left of the girl,1
the laptop is to the right of the girl,0
the girl is to the right of the laptop,1
the table is to the right of the girl,0
the girl is to the right of the table,1
the bathtub is to the left of the wall,0
the wall is to the left of the bathtub,1
the wall is to the right of the bathtub,0
the bathtub is to the right of the wall,1
the bathroom is in the bathtub,0
the bathtub is in the bathroom,1
the plate is on the muffin,0
the muffin is on the plate,1
the shirt is to the right of the boy,0
the boy is to the right of the shirt,1
the boy is to the left of the shirt,0
the shirt is to the left of the boy,1
the sandwich is with the plate,0
the plate is with the sandwich,1
the plate is on the sandwich,0
the sandwich is on the plate,1
the cell phone is to the right of the sandwich,0
the sandwich is to the right of the cell phone,1
the sandwich is to the left of the cell phone,0
the cell phone is to the left of the sandwich,1
the plate is to the left of the cell phone,0
the cell phone is to the left of the plate,1
the zoo is next to the trees,0
the trees is next to the zoo,1
the zoo is near the trees,0
the trees is near the zoo,1
the trees is near the zoo,0
the zoo is near the trees,1
the zoo is inside the giraffe,0
the giraffe is inside the zoo,1
the man is to the right of the people,0
the people is to the right of the man,1
the wall is to the right of the people,0
the people is to the right of the wall,1
the shirt is to the right of the jeans,0
the jeans is to the right of the shirt,1
the man is to the right of the jeans,0
the jeans is to the right of the man,1
the people is to the left of the wall,0
the wall is to the left of the people,1
the people is to the left of the man,0
the man is to the left of the people,1
the jeans is to the left of the man,0
the man is to the left of the jeans,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the jeans is to the left of the shirt,0
the shirt is to the left of the jeans,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the tree is near the park,0
the park is near the tree,1
the park is near the tree,0
the tree is near the park,1
the park is in the bird,0
the bird is in the park,1
the window is facing the dog,0
the dog is facing the window,1
the ground is on the snow,0
the snow is on the ground,1
the door is to the right of the cabinet,0
the cabinet is to the right of the door,1
the wall is to the left of the cabinet,0
the cabinet is to the left of the wall,1
the cabinet is to the left of the door,0
the door is to the left of the cabinet,1
the wall is to the left of the door,0
the door is to the left of the wall,1
the door is to the right of the wall,0
the wall is to the right of the door,1
the cabinet is to the right of the wall,0
the wall is to the right of the cabinet,1
the glass is of the door,0
the door is of the glass,1
the building is to the right of the child,0
the child is to the right of the building,1
the motorcycles is to the right of the sidewalk,0
the sidewalk is to the right of the motorcycles,1
the dirt is to the right of the sidewalk,0
the sidewalk is to the right of the dirt,1
the sidewalk is to the left of the dirt,0
the dirt is to the left of the sidewalk,1
the motorcycles is under the dirt,0
the dirt is under the motorcycles,1
the dirt is above the motorcycles,0
the motorcycles is above the dirt,1
the sidewalk is to the left of the motorcycles,0
the motorcycles is to the left of the sidewalk,1
the grass is in the animal,0
the animal is in the grass,1
the door is to the right of the screen,0
the screen is to the right of the door,1
the door is to the right of the computer,0
the computer is to the right of the door,1
the computer is to the left of the door,0
the door is to the left of the computer,1
the clothes is to the right of the drawing,0
the drawing is to the right of the clothes,1
the animal is to the right of the drawing,0
the drawing is to the right of the animal,1
the clothes is to the right of the door,0
the door is to the right of the clothes,1
the animal is to the right of the door,0
the door is to the right of the animal,1
the drawing is to the left of the clothes,0
the clothes is to the left of the drawing,1
the door is to the left of the clothes,0
the clothes is to the left of the door,1
the clothes is to the right of the coat,0
the coat is to the right of the clothes,1
the animal is to the right of the coat,0
the coat is to the right of the animal,1
the drawing is to the left of the animal,0
the animal is to the left of the drawing,1
the coat is to the left of the animal,0
the animal is to the left of the coat,1
the clothes is wearing the animal,0
the animal is wearing the clothes,1
the chair is on the jacket,0
the jacket is on the chair,1
the head is to the right of the wall,0
the wall is to the right of the head,1
the coat is wearing the lady,0
the lady is wearing the coat,1
the wall is to the left of the head,0
the head is to the left of the wall,1
the woman is to the right of the ground,0
the ground is to the right of the woman,1
the ground is to the left of the woman,0
the woman is to the left of the ground,1
the box is to the right of the woman,0
the woman is to the right of the box,1
the trees is standing in the elephant,0
the elephant is standing in the trees,1
the trees is in front of the elephant,0
the elephant is in front of the trees,1
the trees is standing in the elephant,0
the elephant is standing in the trees,1
the trees is to the right of the elephant,0
the elephant is to the right of the trees,1
the elephant is to the left of the trees,0
the trees is to the left of the elephant,1
the elephant is behind the trees,0
the trees is behind the elephant,1
the table is on the carrot,0
the carrot is on the table,1
the bread is below the bag,0
the bag is below the bread,1
the bread is under the bag,0
the bag is under the bread,1
the girl is to the right of the racket,0
the racket is to the right of the girl,1
the racket is on the girl,0
the girl is on the racket,1
the racket is to the left of the girl,0
the girl is to the left of the racket,1
the shower is to the left of the frame,0
the frame is to the left of the shower,1
the wall is to the right of the doors,0
the doors is to the right of the wall,1
the wall is to the right of the shower,0
the shower is to the right of the wall,1
the frame is to the right of the shower,0
the shower is to the right of the frame,1
the doors is to the left of the wall,0
the wall is to the left of the doors,1
the shower is to the left of the wall,0
the wall is to the left of the shower,1
the zoo is in the zebras,0
the zebras is in the zoo,1
the zebra is to the right of the zebras,0
the zebras is to the right of the zebra,1
the zebras is to the left of the zebra,0
the zebra is to the left of the zebras,1
the water is walking on the horse,0
the horse is walking on the water,1
the water is walking in the horse,0
the horse is walking in the water,1
the man is behind the wall,0
the wall is behind the man,1
the wall is in front of the man,0
the man is in front of the wall,1
the curtain is to the right of the cabinet,0
the cabinet is to the right of the curtain,1
the cabinet is to the left of the curtain,0
the curtain is to the left of the cabinet,1
the bushes is to the right of the trees,0
the trees is to the right of the bushes,1
the tree is to the right of the trees,0
the trees is to the right of the tree,1
the leaf is to the right of the trees,0
the trees is to the right of the leaf,1
the trees is to the left of the leaf,0
the leaf is to the left of the trees,1
the tree is to the left of the leaf,0
the leaf is to the left of the tree,1
the tree is to the left of the bushes,0
the bushes is to the left of the tree,1
the trees is to the left of the bushes,0
the bushes is to the left of the trees,1
the leaf is to the right of the tree,0
the tree is to the right of the leaf,1
the trees is to the left of the tree,0
the tree is to the left of the trees,1
the bushes is to the right of the tree,0
the tree is to the right of the bushes,1
the building is looking at the giraffe,0
the giraffe is looking at the building,1
the highway is on the bus,0
the bus is on the highway,1
the yard is in the tree,0
the tree is in the yard,1
the counter is to the right of the floor,0
the floor is to the right of the counter,1
the counter is to the left of the wall,0
the wall is to the left of the counter,1
the wall is to the right of the counter,0
the counter is to the right of the wall,1
the floor is to the left of the counter,0
the counter is to the left of the floor,1
the building is of the tower,0
the tower is of the building,1
the couch is sitting on the person,0
the person is sitting on the couch,1
the man is to the right of the person,0
the person is to the right of the man,1
the person is to the left of the man,0
the man is to the left of the person,1
the couch is sitting on the man,0
the man is sitting on the couch,1
the couch is sitting on the people,0
the people is sitting on the couch,1
the field is in the grass,0
the grass is in the field,1
the animal is to the left of the bird,0
the bird is to the left of the animal,1
the field is in the animal,0
the animal is in the field,1
the bird is to the right of the animal,0
the animal is to the right of the bird,1
the snow is to the right of the sign,0
the sign is to the right of the snow,1
the snow is to the right of the sign,0
the sign is to the right of the snow,1
the tree is to the right of the sign,0
the sign is to the right of the tree,1
the snow is to the right of the sign,0
the sign is to the right of the snow,1
the snow is to the right of the sign,0
the sign is to the right of the snow,1
the sign is to the left of the tree,0
the tree is to the left of the sign,1
the sign is to the left of the snow,0
the snow is to the left of the sign,1
the sign is to the left of the snow,0
the snow is to the left of the sign,1
the sign is to the left of the snow,0
the snow is to the left of the sign,1
the tree is on the snow,0
the snow is on the tree,1
the sign is to the left of the snow,0
the snow is to the left of the sign,1
the ceiling is hanging from the umbrella,0
the umbrella is hanging from the ceiling,1
the roof is on the umbrella,0
the umbrella is on the roof,1
the ceiling is hanging from the umbrella,0
the umbrella is hanging from the ceiling,1
the floor is above the comforter,0
the comforter is above the floor,1
the floor is to the right of the comforter,0
the comforter is to the right of the floor,1
the comforter is to the left of the floor,0
the floor is to the left of the comforter,1
the floor is on the cat,0
the cat is on the floor,1
the refrigerator is by the cat,0
the cat is by the refrigerator,1
the sky is in the airplane,0
the airplane is in the sky,1
the backpack is lying on the cat,0
the cat is lying on the backpack,1
the man is to the left of the walkway,0
the walkway is to the left of the man,1
the walkway is to the right of the man,0
the man is to the right of the walkway,1
the vase is to the left of the cup,0
the cup is to the left of the vase,1
the container is to the left of the cup,0
the cup is to the left of the container,1
the counter is on the cups,0
the cups is on the counter,1
the cup is to the right of the container,0
the container is to the right of the cup,1
the vase is to the left of the container,0
the container is to the left of the vase,1
the cup is to the right of the vase,0
the vase is to the right of the cup,1
the container is to the right of the vase,0
the vase is to the right of the container,1
the tire is to the left of the road,0
the road is to the left of the tire,1
the road is to the right of the tire,0
the tire is to the right of the road,1
the man is to the left of the motorcycle,0
the motorcycle is to the left of the man,1
the motorcycle is to the right of the man,0
the man is to the right of the motorcycle,1
the counter is to the right of the shirt,0
the shirt is to the right of the counter,1
the counter is to the right of the man,0
the man is to the right of the counter,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the shirt is to the left of the counter,0
the counter is to the left of the shirt,1
the sandwich is to the right of the floor,0
the floor is to the right of the sandwich,1
the plate is to the right of the floor,0
the floor is to the right of the plate,1
the oven is to the left of the plate,0
the plate is to the left of the oven,1
the plate is to the right of the pole,0
the pole is to the right of the plate,1
the sandwich is to the right of the pole,0
the pole is to the right of the sandwich,1
the floor is to the left of the sandwich,0
the sandwich is to the left of the floor,1
the plate is on the sandwich,0
the sandwich is on the plate,1
the oven is to the left of the sandwich,0
the sandwich is to the left of the oven,1
the pole is to the left of the sandwich,0
the sandwich is to the left of the pole,1
the laptop is on the cat,0
the cat is on the laptop,1
the bed is on the cat,0
the cat is on the bed,1
the bed is on the laptop,0
the laptop is on the bed,1
the table is on top of the plate,0
the plate is on top of the table,1
the pants is wearing the people,0
the people is wearing the pants,1
the glass is looking at the cat,0
the cat is looking at the glass,1
the man is to the left of the woman,0
the woman is to the left of the man,1
the chair is to the left of the shirt,0
the shirt is to the left of the chair,1
the man is to the left of the shirt,0
the shirt is to the left of the man,1
the blanket is to the left of the shirt,0
the shirt is to the left of the blanket,1
the man is to the left of the chair,0
the chair is to the left of the man,1
the blanket is to the left of the chair,0
the chair is to the left of the blanket,1
the man is to the left of the wall,0
the wall is to the left of the man,1
the wall is to the right of the man,0
the man is to the right of the wall,1
the blanket is covered by the man,0
the man is covered by the blanket,1
the woman is to the right of the man,0
the man is to the right of the woman,1
the chair is to the right of the man,0
the man is to the right of the chair,1
the shirt is to the right of the man,0
the man is to the right of the shirt,1
the chair is sitting in the ground,0
the ground is sitting in the chair,1
the shirt is to the right of the blanket,0
the blanket is to the right of the shirt,1
the chair is to the right of the blanket,0
the blanket is to the right of the chair,1
the man is covering the blanket,0
the blanket is covering the man,1
the woman is to the right of the blanket,0
the blanket is to the right of the woman,1
the shirt is to the right of the chair,0
the chair is to the right of the shirt,1
the man is to the left of the shirt,0
the shirt is to the left of the man,1
the shirt is to the left of the man,0
the man is to the left of the shirt,1
the trees is in front of the man,0
the man is in front of the trees,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the shirt is to the right of the man,0
the man is to the right of the shirt,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the trees is in front of the man,0
the man is in front of the trees,1
the man is behind the trees,0
the trees is behind the man,1
the man is behind the trees,0
the trees is behind the man,1
the man is to the right of the shirt,0
the shirt is to the right of the man,1
the bathtub is to the left of the wall,0
the wall is to the left of the bathtub,1
the shower is to the right of the bathtub,0
the bathtub is to the right of the shower,1
the wall is to the right of the bathtub,0
the bathtub is to the right of the wall,1
the bathtub is to the left of the shower,0
the shower is to the left of the bathtub,1
the ground is on the airplane,0
the airplane is on the ground,1
the ground is on the snow,0
the snow is on the ground,1
the dog is of the head,0
the head is of the dog,1
the highway is on the side of the fence,0
the fence is on the side of the highway,1
the laptop is to the right of the dog,0
the dog is to the right of the laptop,1
the coat is wearing the lady,0
the lady is wearing the coat,1
the building is in front of the lady,0
the lady is in front of the building,1
the road is on the lady,0
the lady is on the road,1
the lady is behind the building,0
the building is behind the lady,1
the building is to the left of the plant,0
the plant is to the left of the building,1
the planter is in the plant,0
the plant is in the planter,1
the plant is to the right of the building,0
the building is to the right of the plant,1
the trees is to the right of the barn,0
the barn is to the right of the trees,1
the building is on the sign,0
the sign is on the building,1
the road is to the left of the toilet,0
the toilet is to the left of the road,1
the toilet is to the right of the road,0
the road is to the right of the toilet,1
the seat is to the right of the road,0
the road is to the right of the seat,1
the road is to the left of the seat,0
the seat is to the left of the road,1
the station is at the train,0
the train is at the station,1
the train is waiting for the woman,0
the woman is waiting for the train,1
the train is near the woman,0
the woman is near the train,1
the train is standing in the woman,0
the woman is standing in the train,1
the woman is next to the train,0
the train is next to the woman,1
the tree is on the leaves,0
the leaves is on the tree,1
the bathtub is in the lady,0
the lady is in the bathtub,1
the bathtub is inside the lady,0
the lady is inside the bathtub,1
the bathroom is in the lady,0
the lady is in the bathroom,1
the bathtub is sitting in the lady,0
the lady is sitting in the bathtub,1
the bench is behind the bushes,0
the bushes is behind the bench,1
the bushes is in front of the bench,0
the bench is in front of the bushes,1
the wall is to the right of the walls,0
the walls is to the right of the wall,1
the walls is to the left of the wall,0
the wall is to the left of the walls,1
the people is to the left of the car,0
the car is to the left of the people,1
the car is to the right of the people,0
the people is to the right of the car,1
the park is in the people,0
the people is in the park,1
the horse is pulled by the carriage,0
the carriage is pulled by the horse,1
the horse is to the right of the building,0
the building is to the right of the horse,1
the carriage is pulling the horse,0
the horse is pulling the carriage,1
the street is walking on the horse,0
the horse is walking on the street,1
the building is to the left of the horse,0
the horse is to the left of the building,1
the street is on the horse,0
the horse is on the street,1
the man is to the left of the walkway,0
the walkway is to the left of the man,1
the bus is to the left of the walkway,0
the walkway is to the left of the bus,1
the walkway is to the right of the man,0
the man is to the right of the walkway,1
the walkway is to the right of the bus,0
the bus is to the right of the walkway,1
the sky is in the clouds,0
the clouds is in the sky,1
the mountain is on top of the snow,0
the snow is on top of the mountain,1
the jeans is wearing the woman,0
the woman is wearing the jeans,1
the sidewalk is on the woman,0
the woman is on the sidewalk,1
the window is to the left of the woman,0
the woman is to the left of the window,1
the woman is to the right of the window,0
the window is to the right of the woman,1
the fence is to the right of the train,0
the train is to the right of the fence,1
the train is to the left of the fence,0
the fence is to the left of the train,1
the jacket is to the left of the man,0
the man is to the left of the jacket,1
the man is to the right of the jacket,0
the jacket is to the right of the man,1
the blanket is to the right of the jacket,0
the jacket is to the right of the blanket,1
the man is to the right of the jacket,0
the jacket is to the right of the man,1
the man is to the left of the blanket,0
the blanket is to the left of the man,1
the jacket is to the left of the blanket,0
the blanket is to the left of the jacket,1
the jacket is to the left of the man,0
the man is to the left of the jacket,1
the umbrella is with the man,0
the man is with the umbrella,1
the blanket is to the right of the man,0
the man is to the right of the blanket,1
the road is to the left of the head,0
the head is to the left of the road,1
the boy is to the left of the shirt,0
the shirt is to the left of the boy,1
the shirt is to the left of the boy,0
the boy is to the left of the shirt,1
the boy is to the right of the shirt,0
the shirt is to the right of the boy,1
the shirt is to the right of the boy,0
the boy is to the right of the shirt,1
the tree is to the right of the building,0
the building is to the right of the tree,1
the building is to the left of the tree,0
the tree is to the left of the building,1
the street is on the water,0
the water is on the street,1
the car is to the right of the highway,0
the highway is to the right of the car,1
the highway is to the left of the car,0
the car is to the left of the highway,1
the biker is to the left of the car,0
the car is to the left of the biker,1
the car is to the right of the biker,0
the biker is to the right of the car,1
the door is to the right of the refrigerator,0
the refrigerator is to the right of the door,1
the stove is to the right of the refrigerator,0
the refrigerator is to the right of the stove,1
the refrigerator is to the left of the door,0
the door is to the left of the refrigerator,1
the refrigerator is to the left of the stove,0
the stove is to the left of the refrigerator,1
the wall is to the left of the hat,0
the hat is to the left of the wall,1
the jacket is to the left of the hand,0
the hand is to the left of the jacket,1
the wall is to the left of the hair,0
the hair is to the left of the wall,1
the hair is to the right of the wall,0
the wall is to the right of the hair,1
the hat is to the right of the wall,0
the wall is to the right of the hat,1
the jacket is to the left of the glass,0
the glass is to the left of the jacket,1
the shirt is wearing the person,0
the person is wearing the shirt,1
the hat is wearing the person,0
the person is wearing the hat,1
the glass is to the right of the jacket,0
the jacket is to the right of the glass,1
the hand is to the right of the jacket,0
the jacket is to the right of the hand,1
the ground is lying on the television,0
the television is lying on the ground,1
the sky is in the clouds,0
the clouds is in the sky,1
the woman is by the racket,0
the racket is by the woman,1
the chair is sitting on the television,0
the television is sitting on the chair,1
the table is to the left of the woman,0
the woman is to the left of the table,1
the woman is to the right of the table,0
the table is to the right of the woman,1
the sky is in the clouds,0
the clouds is in the sky,1
the sky is in the clouds,0
the clouds is in the sky,1
the train is to the right of the clouds,0
the clouds is to the right of the train,1
the train is to the right of the platform,0
the platform is to the right of the train,1
the clouds is to the left of the train,0
the train is to the left of the clouds,1
the platform is to the left of the train,0
the train is to the left of the platform,1
the couple is to the right of the tablecloth,0
the tablecloth is to the right of the couple,1
the couple is to the right of the windows,0
the windows is to the right of the couple,1
the tablecloth is to the left of the couple,0
the couple is to the left of the tablecloth,1
the windows is to the left of the couple,0
the couple is to the left of the windows,1
the ground is above the bike,0
the bike is above the ground,1
the garage is parked in front of the bike,0
the bike is parked in front of the garage,1
the wall is to the right of the mirror,0
the mirror is to the right of the wall,1
the floor is to the right of the wall,0
the wall is to the right of the floor,1
the wall is to the left of the floor,0
the floor is to the left of the wall,1
the mirror is to the left of the wall,0
the wall is to the left of the mirror,1
the ground is standing on the zebra,0
the zebra is standing on the ground,1
the ground is standing on the zebra,0
the zebra is standing on the ground,1
the man is to the right of the trees,0
the trees is to the right of the man,1
the fence is behind the water,0
the water is behind the fence,1
the step is on the edge of the man,0
the man is on the edge of the step,1
the trees is to the left of the man,0
the man is to the left of the trees,1
